Category         Instruction         legal  fp_val  fp_single  uopc             iq_type   fu_code    dst_type  rs1_type  rs2_type  frs3_en  imm_sel  uses_ldq  uses_stq  is_amo  is_fence  is_fencei  mem_cmd    wakeup_delay  bypassable  is_br  is_sys_pc2epc  inst_unique  flush_on_commit  csr_cmd  is_rvv  can_be_split  uses_vm  v_ls_ew   vstart_is_zero  allow_vd_is_v0  not_use_vtype  vd_unequal_vs1  vd_unequal_vs2
VectorInt        VMULH_VX            Y      N       X          uopVMULH         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMULHU_VV           Y      N       X          uopVMULHU        IQT_VEC   FU_MAC     RT_VEC    RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMULHU_VX           Y      N       X          uopVMULHU        IQT_IVEC  FU_MAC     RT_VEC    RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMULHSU_VV          Y      N       X          uopVMULHSU       IQT_VEC   FU_MAC     RT_VEC    RT_VU     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMULHSU_VX          Y      N       X          uopVMULHSU       IQT_IVEC  FU_MAC     RT_VEC    RT_FIXU   RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VDIVU_VV            Y      N       X          uopVDIVU         IQT_VEC   FU_DIV     RT_VEC    RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VDIVU_VX            Y      N       X          uopVDIVU         IQT_IVEC  FU_DIV     RT_VEC    RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VDIV_VV             Y      N       X          uopVDIV          IQT_VEC   FU_DIV     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VDIV_VX             Y      N       X          uopVDIV          IQT_IVEC  FU_DIV     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VREMU_VV            Y      N       X          uopVREMU         IQT_VEC   FU_DIV     RT_VEC    RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VREMU_VX            Y      N       X          uopVREMU         IQT_IVEC  FU_DIV     RT_VEC    RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VREM_VV             Y      N       X          uopVREM          IQT_VEC   FU_DIV     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VREM_VX             Y      N       X          uopVREM          IQT_IVEC  FU_DIV     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VWMUL_VV            Y      N       X          uopVMUL          IQT_VEC   FU_MAC     RT_VW     RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMUL_VX            Y      N       X          uopVMUL          IQT_IVEC  FU_MAC     RT_VW     RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VWMULU_VV           Y      N       X          uopVWMULU        IQT_VEC   FU_MAC     RT_VWU    RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMULU_VX           Y      N       X          uopVWMULU        IQT_IVEC  FU_MAC     RT_VWU    RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VWMULSU_VV          Y      N       X          uopVWMULSU       IQT_VEC   FU_MAC     RT_VW     RT_VU     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMULSU_VX          Y      N       X          uopVWMULSU       IQT_IVEC  FU_MAC     RT_VW     RT_FIXU   RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VMACC_VV            Y      N       X          uopVMACC         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMACC_VX            Y      N       X          uopVMACC         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VNMSAC_VV           Y      N       X          uopVNMSAC        IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VNMSAC_VX           Y      N       X          uopVNMSAC        IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMADD_VV            Y      N       X          uopVMADD         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMADD_VX            Y      N       X          uopVMADD         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VNMSUB_VV           Y      N       X          uopVNMSUB        IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VNMSUB_VX           Y      N       X          uopVNMSUB        IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VWMACCU_VV          Y      N       X          uopVWMACCU       IQT_VEC   FU_MAC     RT_VWU    RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMACCU_VX          Y      N       X          uopVWMACCU       IQT_IVEC  FU_MAC     RT_VWU    RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VWMACC_VV           Y      N       X          uopVMACC         IQT_VEC   FU_MAC     RT_VW     RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMACC_VX           Y      N       X          uopVMACC         IQT_IVEC  FU_MAC     RT_VW     RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VWMACCSU_VV         Y      N       X          uopVWMACCSU      IQT_VEC   FU_MAC     RT_VW     RT_VEC    RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorInt        VWMACCSU_VX         Y      N       X          uopVWMACCSU      IQT_IVEC  FU_MAC     RT_VW     RT_FIX    RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VWMACCUS_VX         Y      N       X          uopVWMACCUS      IQT_IVEC  FU_MAC     RT_VW     RT_FIXU   RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorInt        VMERGE_VVM          Y      N       X          uopMERGE         IQT_VEC   FU_ALU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMERGE_VXM          Y      N       X          uopMERGE         IQT_IVEC  FU_ALU     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMERGE_VIM          Y      N       X          uopMERGE         IQT_VEC   FU_ALU     RT_VEC    RT_VI     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMV_V_V             Y      N       X          uopVMV_V         IQT_VEC   FU_ALU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMV_V_X             Y      N       X          uopVMV_V         IQT_IVEC  FU_ALU     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VMV_V_I             Y      N       X          uopVMV_V         IQT_VEC   FU_ALU     RT_VEC    RT_VI     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADDU_VV           Y      N       X          uopVSADDU        IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADDU_VX           Y      N       X          uopVSADDU        IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADDU_VI           Y      N       X          uopVSADDU        IQT_VEC   FU_MAC     RT_VU     RT_VIU    RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADD_VV            Y      N       X          uopVSADD         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADD_VX            Y      N       X          uopVSADD         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSADD_VI            Y      N       X          uopVSADD         IQT_VEC   FU_MAC     RT_VEC    RT_VI     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSUBU_VV           Y      N       X          uopVSSUBU        IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSUBU_VX           Y      N       X          uopVSSUBU        IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSUB_VV            Y      N       X          uopVSSUB         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSUB_VX            Y      N       X          uopVSSUB         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VAADDU_VV           Y      N       X          uopVAADDU        IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VAADDU_VX           Y      N       X          uopVAADDU        IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VAADD_VV            Y      N       X          uopVAADD         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VAADD_VX            Y      N       X          uopVAADD         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VASUBU_VV           Y      N       X          uopVASUBU        IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VASUBU_VX           Y      N       X          uopVASUBU        IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VASUB_VV            Y      N       X          uopVASUB         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VASUB_VX            Y      N       X          uopVASUB         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSMUL_VV            Y      N       X          uopVSMUL         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSMUL_VX            Y      N       X          uopVSMUL         IQT_IVEC  FU_MAC     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRL_VV            Y      N       X          uopVSSRL         IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRL_VX            Y      N       X          uopVSSRL         IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRL_VI            Y      N       X          uopVSSRL         IQT_VEC   FU_MAC     RT_VU     RT_VIU    RT_VU     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRA_VV            Y      N       X          uopVSSRA         IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRA_VX            Y      N       X          uopVSSRA         IQT_IVEC  FU_MAC     RT_VEC    RT_FIXU   RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VSSRA_VI            Y      N       X          uopVSSRA         IQT_VEC   FU_MAC     RT_VEC    RT_VIU    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIPU_WV          Y      N       X          uopVNCLIPU       IQT_VEC   FU_MAC     RT_VU     RT_VU     RT_VWU    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIPU_WX          Y      N       X          uopVNCLIPU       IQT_IVEC  FU_MAC     RT_VU     RT_FIXU   RT_VWU    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIPU_WI          Y      N       X          uopVNCLIPU       IQT_VEC   FU_MAC     RT_VU     RT_VIU    RT_VWU    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIP_WV           Y      N       X          uopVNCLIP        IQT_VEC   FU_MAC     RT_VEC    RT_VEC    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIP_WX           Y      N       X          uopVNCLIP        IQT_IVEC  FU_MAC     RT_VEC    RT_FIXU   RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFix        VNCLIP_WI           Y      N       X          uopVNCLIP        IQT_VEC   FU_MAC     RT_VEC    RT_VIU    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFADD_VV            Y      Y       X          uopVFADD         IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFADD_VF            Y      Y       X          uopVFADD         IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFSUB_VV            Y      Y       X          uopVFSUB         IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFSUB_VF            Y      Y       X          uopVFSUB         IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFRSUB_VF           Y      Y       X          uopVFRSUB        IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFWADD_VV           Y      Y       X          uopVFADD         IQT_VEC   FU_FPU     RT_VW     RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorFloat      VFWADD_VF           Y      Y       X          uopVFADD         IQT_FVEC  FU_FPU     RT_VW     RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorFloat      VFWADD_WV           Y      Y       X          uopVFADD         IQT_VEC   FU_FPU     RT_VW     RT_VEC    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               N
VectorFloat      VFWADD_WF           Y      Y       X          uopVFADD         IQT_FVEC  FU_FPU     RT_VW     RT_FLT    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFWSUB_VV           Y      Y       X          uopVFSUB         IQT_VEC   FU_FPU     RT_VW     RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorFloat      VFWSUB_VF           Y      Y       X          uopVFSUB         IQT_FVEC  FU_FPU     RT_VW     RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorFloat      VFWSUB_WV           Y      Y       X          uopVFSUB         IQT_VEC   FU_FPU     RT_VW     RT_VEC    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               N
VectorFloat      VFWSUB_WF           Y      Y       X          uopVFSUB         IQT_FVEC  FU_FPU     RT_VW     RT_FLT    RT_VW     N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMUL_VV            Y      Y       X          uopVFMUL         IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMUL_VF            Y      Y       X          uopVFMUL         IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFDIV_VV            Y      Y       X          uopVFDIV         IQT_VEC   FU_FDV     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFDIV_VF            Y      Y       X          uopVFDIV         IQT_FVEC  FU_FDV     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFRDIV_VF           Y      Y       X          uopVFRDIV        IQT_FVEC  FU_FDV     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFWMUL_VV           Y      Y       X          uopVFMUL         IQT_VEC   FU_FPU     RT_VW     RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              Y               Y
VectorFloat      VFWMUL_VF           Y      Y       X          uopVFMUL         IQT_FVEC  FU_FPU     RT_VW     RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               Y
VectorFloat      VFMACC_VV           Y      Y       X          uopVFMACC        IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMACC_VF           Y      Y       X          uopVFMACC        IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFNMACC_VV          Y      Y       X          uopVFNMACC       IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFNMACC_VF          Y      Y       X          uopVFNMACC       IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMSAC_VV           Y      Y       X          uopVFMSAC        IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMSAC_VF           Y      Y       X          uopVFMSAC        IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFNMSAC_VV          Y      Y       X          uopVFNMSAC       IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFNMSAC_VF          Y      Y       X          uopVFNMSAC       IQT_FVEC  FU_FPU     RT_VEC    RT_FLT    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorFloat      VFMADD_VV           Y      Y       X          uopVFMADD        IQT_VEC   FU_FPU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
